title,text,category,source,url,date
Divided Reform UK reports own MP to police amid bullying claims,"Party chair and chief whip issue statement alleging female employees complained about Rupert Lowe Reform UK has erupted into open civil war after the party said its MP Rupert Lowe had received complaints about bullying and had made threats against the party chair, a day after Lowe criticised Nigel Farage for being messianic. Lowe responded with anger, saying there was no evidence to back up the bullying claims, and that it was entirely untrue that he had made threats. He again criticised Farage, saying Reform was our party as much as it is Nigels. He also explicitly linked the allegations to his decision to criticise Farage, saying that the day after he had done this, he had received a knife in my back over false allegations. In a joint statement by the chair, Zia Yusuf, and Reforms chief whip, Lee Anderson, they said they were obligated to disclose that the party received complaints from two female employees about serious bullying in Lowes offices. One of the complainants worked in Lowes parliamentary office and the other in his Great Yarmouth constituency office, they said, adding: We understand complaints have been made to parliamentary authorities. The statement said: Evidence was provided to us of workplace bullying, the targeting of female staff who raised concerns, and evidence of derogatory and discriminatory remarks made about women, including reference to a perceived disability. We feel we have a duty of care to all our staff, whether employed directly or indirectly. Accordingly, we appointed an independent kings counsel to conduct an investigation into the veracity of these complaints. To date, Mr Lowe has yet to cooperate with this investigation. In addition to these allegations of a disturbing pattern of behaviour, Mr Lowe has on at least two occasions made threats of physical violence against our party chairman. Accordingly, this matter is with the police. A Reform spokesperson said Lowe had lost the party whip in parliament. In a reply sent to the Guardian and posted on X, Lowe said he was disappointed, but not surprised at the statement, and that he had fully cooperated with the KC, saying she was shocked at what had happened. He said: Allegations of physical threats are outrageous and entirely untrue. I have never made any derogatory comments about women, or those with disabilities. This is a lie. These allegations are not even referring to me. I will be seeking legal advice immediately. There is no credible evidence against me, as the KC has stated on numerous occasions. On Thursday, Lowe, the former Southampton FC chair, criticised Farages leadership in an interview. Sign up to Headlines UK Get the days headlines and highlights emailed direct to you every morning after newsletter promotion Lowe, who was touted as a replacement leader by Elon Musk earlier this year, had said Reform needed a proper plan, more policy and spokespeople. He also suggested he could leave the party unless it was centred less around Farages messianic le...",Politics,www.theguardian.com,https://www.theguardian.com/politics/2025/mar/07/reform-uk-chaos-claims-bullying-rupert-lowe,2025-03-08
‘Don’t punish the vulnerable’: Labour MPs uneasy over planned welfare cuts,"Ministers say unsustainable rise in spending must be tackled but many backbenchers fear changes will not work Dozens of backbench Labour MPs are unhappy with plans to cut billions from the rising welfare bill, with ministers holding meetings to convince them that the changes to disability benefits are necessary. Labour MPs told the Guardian there were deep concerns within the parliamentary party that the changes would take money from the poorest, which was not what they had entered government to do. No 10 is preparing to make the case for welfare cuts before Rachel Reevess spring statement, with Keir Starmers spokesperson saying on Friday that there had been an unsustainable rise in welfare spending. Our broken social security system is holding our people back, our economy back, he said. Weve got 3 million people out of work for health reasons, one in eight young people are not currently in work, education or training, and that is a shocking situation to be in. He added: Left as it is, the system weve inherited would continue to leave more and more people trapped in a life of unemployment and inactivity, and thats not just bad for the economy, its bad for those people too, and its why this government is going to set up plans to overhaul the health and disability benefits system in the coming weeks. No 10 said the prime minister was in agreement with Reeves, who told Sky the welfare system was letting down taxpayers because it cost too much. We dont need an Office for Budget Responsibility forecast to tell us that weve got to reform our welfare system, the chancellor said. The government is trying to separate the arguments about changes to the welfare system from Reevess need to find savings and balance the books, with proposals expected before the spring statement. Given the governments large majority, there is little chance of it failing to push through its planned changes to the disability benefit system, but some Labour MPs said they would nevertheless struggle to vote for any measures that take money away from the poorest in society. Labour MPs said they had met ministers in small groups about the proposals for welfare changes and some have also written to the Department for Work and Pensions expressing concerns. One senior Labour MP said there had not been enough effort to work on the reasons for higher disability benefit payments, from poor mental health provision and long waiting lists to declining health and life expectancy in many parts of the country. We are a rich country but we have lots of poorer people. Do not target stuff at the poorest and most vulnerable. There are others ways of doing it, the MP said. There are lots of backbenchers concerned about this  its unhelpful in terms of how this has been trailed in the media and I feel that its too politically slanted as well. You cant outflank the right. Another Labour MP, Rachael Maskell, a former shadow cabinet minister, told the Guardian many colleagues were feeling really nervous a...",Politics,www.theguardian.com,https://www.theguardian.com/politics/2025/mar/07/dont-punish-the-vulnerable-labour-mp-uneasy-over-planned-welfare-cuts,2025-03-08
UK Treasury ‘weighs up funding cuts at GB Energy’ in blow to Ed Miliband,"Government considering such a move over state-owned firm set up by Labour in Junes spending review, say reports The UK government is reportedly weighing up the possibility of cutting planned funding for GB Energy, the state-owned company set up by Labour to drive renewable energy and cut household bills, in Junes spending review. Cuts to the 8.3bn of taxpayer money promised over the five-year parliament would be another blow for Ed Miliband, the energy secretary, after he was overruled by the government when the chancellor, Rachel Reeves, backed the expansion of Heathrows third runway. GB Energy, a vital cog in Keir Starmers plans to supercharge Britains clean energy revolution, was only given an initial 100m in Octobers budget to cover its first two years. Ministers are carrying out a zero-based review of all government spending, which has been given additional impetus after Starmers pledge to boost investment in defence. One option under consideration by the Treasury is to cut 3.3bn earmarked for GB Energy to fund low-interest loans via local authorities, for projects such as solar panels and shared-ownership wind projects, according to the Financial Times. A Treasury spokesperson said: We are fully committed to the 8.3bn for GB Energy, which is at the heart of our mission to make Britain a clean energy superpower and to ensure our homes are cheaper and cleaner to run. Sources played down the likelihood of the government significantly defunding an initiative that formed an important plank of Labours energy strategy. One source suggested that the government might maintain the promised level of funding but rebadge the budgets of other green initiatives to become part of GB Energy, effectively allowing departmental cuts in other areas. The speculation will, however, reignite rumours of a power battle within Labour ranks, pitched between No 10, the Treasury and Milibands net zero department. Last year, before Labours election victory, Starmer cut its green investment plan from 28bn a year to under 15bn, in a blow to Miliband. Sources close to the government said the Treasury was now running the rule over everything before the spring statement this month, which is expected to show that Reevess headroom against her fiscal rules has been wiped out. Another source warned of a rerun of the febrile months before the autumn budget, when swirling speculation hit business confidence and investment. GB Energy has the potential to be a real confidence booster to business. Scaling it back would damage investor sentiment and, frankly, be electoral madness. Its hugely popular on the doorstep, especially in Scotland, they said. Last month, GB Energy admitted that it could take 20 years to meet its pledge to employ 1,000 people, as the chair, Jürgen Maier, refused to put a date on when it would bring down energy bills. Sign up to Business Today Get set for the working day  well point you to all the business news and analysis you need every morning after newsletter...",Politics,www.theguardian.com,https://www.theguardian.com/business/2025/mar/07/uk-treasury-plans-funding-cuts-at-gb-energy-in-blow-to-ed-miliband,2025-03-08
"Tory peer introduced PPE firm to government after Cameron text, Covid inquiry hears","Inquiry looks at contracts worth 50m awarded to company linked to Lord Chadlington after he emailed DHSC adviser A Conservative peer introduced a company he was involved in to the government to supply PPE after he first contacted David Cameron by text message, the Covid-19 public inquiry has heard. The inquiry is hearing evidence this week about the governments multibillion-pound spending on medical supplies during the crisis, including its use of the VIP lane, which gave high priority to companies with political connections and awarded them 3.8bn PPE contracts. The inquiry is considering two contracts worth 50m awarded to SG Recruitment to illustrate how the VIP lane worked. The first contract was awarded just one week after the Tory peer, Peter Gummer, whose peerage title is Lord Chadlington, approached Cameron. Chadlington was the chair and a shareholder in the parent company, Sumner Group Holdings (SGH), registered in Jersey. Emails and messages published by the inquiry in a written submission showed that Cameron gave Chadlington the phone number for another Tory peer, Andrew Feldman, a close friend of the former prime ministers, who was advising the Department of Health and Social Care (DHSC) on PPE procurement. On the same day Chadlington texted Feldman, writing: Andrew. I work with company with PPE. D says you are helping. Shall I put you in touch? Peter. Feldman replied positively, and gave Chadlington his new DHSC email address. Chadlington then sent an email introducing Feldman to David Sumner, the majority shareholder and chief executive of SGH, which was disclosed to the Guardian in response to a freedom of information request. David, Chadlington wrote, addressing Sumner, copying them both in. This is my friend Andrew Feldman. He can help you with PPE we discussed this morning. Drop me off chain. Peter. Sumner followed up by writing to Feldman offering to supply PPE, which Feldman forwarded to civil servants operating the VIP lane. Feldman told them it was: An interesting offer from David Sumner, who was introduced to me by Lord Chadlington. The emails published this week by the Covid inquiry show that Sumner updated Chadlington, who replied with encouragement, telling Sumner on 21 April 2020: Excellent. Looks like you have an inside track. Good luck. On 26 April 2020, Chadlington wrote to Sumner: I should  talk to DC David Cameron and to Feldman  theyve been batting for us on this and I want to say thanks for support. A week after Chadlingtons first approach to Cameron, the DHSC awarded SG Recruitment a contract for 23.9m, to supply coveralls. Then on 28 May 2020, the company was awarded a second contract, for 26.1m, to supply hand sanitiser. When the second contract was signed, Sumner sent a WhatsApp message to Chadlington, saying: Hand sanitizer contract in and signed! 135m of revenue under contract from DHSC for the two contracts! Chadlington replied saying: Great news, and indicated this would boost the companys share price. The ...",Politics,www.theguardian.com,https://www.theguardian.com/uk-news/2025/mar/07/tory-peer-introduced-ppe-firm-to-vip-lane-after-cameron-text-covid-inquiry-hears,2025-03-08
Minister ridicules Reform claims Labour is ‘terrified’ of party – as it happened,"This blog is now closed, you can read more of our UK political coverage here Labour is not terrified of Reform UK, Scottish secretary Ian Murray has said. The minister ridiculed the partys deputy leader Richard Tice, who on Thursday appeared not to know the names of two council defectors during a visit to Glasgow. Under questioning from journalists, Tice appeared to have forgotten or not known the surnames of councillors James Gray and Ross Lambie, who had left the Tories to join his party, only using their first names. Earlier in the day the deputy of the Nigel Farage-led party said both Scottish Labour and the SNP were terrified of them. Speaking to the PA news agency after a speech in Edinburgh, Murray said: Were certainly not terrified of a party (whose deputy leader) doesnt know the name of his own councillors. He added that Labour has to perform as a government to succeed in next years Holyrood election. Weve set out our stall, weve set out our missions, Murray added. Muray said: Our manifesto is there for everyone to see. Weve settled and stabilised the economy with the budget back in October, now its time to start delivering on those big issues. Speaking at a QA session after the Edinburgh speech, Murray said Tice had been battered by the questions  a reference to the Glasgow visit taking place at a chip shop  adding that he struggled to answer basic questions. When you start to scratch under the surface of politicians from parties like Reform, you start to see what they really are all about, he said. This blog will be closing shortly. Thank you for reading it and for commenting below the line. You can keep up to date with the Guardians UK politics reporting here. Here is a summary of the key posts from todays live blog: Labour is not terrified of Reform UK, Scottish secretary Ian Murray has said. The minister ridiculed the partys deputy leader Richard Tice, who on Thursday appeared not to know the names of two council defectors during a visit to Glasgow. Speaking to the PA news agency after a speech in Edinburgh, Murray said: Were certainly not terrified of a party (whose deputy leader) doesnt know the name of his own councillors. Downing Street said Donald Trumps comments on Nato are not any different to what he said in his first term, after the US president suggested his country would not defend allies who do not spend enough on defence. The prime ministers official spokesperson noted that Trump reiterated his commitment to article 5 last week when he met Keir Starmer. Asked about Trumps comments overnight, health minister Stephen Kinnock told Times Radio on Friday that the comments presented no issues for the UK. He also suggested it was fair enough for the US to expect Europe to do more on defence. The defence secretary had very constructive talks with his US counterpart in Washington DC, Downing Street has said. John Healey and Pete Hegseth discussed deepening the UK-US defence relationship and finding a lasting peace for Ukraine, t...",Politics,www.theguardian.com,https://www.theguardian.com/politics/blog/live/2025/mar/07/keir-starmer-ukraine-diplomacy-uk-politics-live-news,2025-03-08
Dramatic fall in London’s levels of deadly pollutants after Ulez expansion,"People in capital breathing much cleaner air, with significant improvements in capitals most deprived areas People in London have been breathing significantly cleaner air since the expansion of the ultra low emission zone (Ulez), a study has found. Levels of deadly pollutants that are linked to a wide range of health problems  from cancer to impaired lung development, heart attacks to premature births  have dropped, with some of the biggest improvements coming in the capitals most deprived areas. Sadiq Khan had faced severe opposition to the 2023 expansion of Ulez to outer London boroughs. But on Friday as the report was published, the mayor of London said the scheme had driven down pollution, taken old polluting cars off the roads and brought cleaner air to millions more people. He said: When I was first elected, evidence showed it would take 193 years to bring Londons air pollution within legal limits if the current efforts continued. However, due to our transformative policies we are now close to achieving it this year. Several outer London councils mounted unsuccessful legal challenges to the Ulez rollout, and Keir Starmer blamed it for Labours defeat in the Ruislip and Uxbridge byelection and called for Khan to reflect on his plans. But Fridays report, published by the Greater London Authority with findings extensively reviewed by an independent advisory group of experts, said Ulez had had a positive impact and that Londons air quality had improved across the board and at a faster rate than that of the rest of the country. The report covers the first year since the zones expansion and is the fullest analysis of its impact yet conducted. Khan said: The decision to expand the Ulez was not something I took lightly, but this report shows it was the right one for the health of all Londoners. It has been crucial to protect the health of Londoners, support childrens lung growth and reduce the risk of people developing asthma, lung cancer and a host of other health issues related to air pollution. The report found Londons air quality was improving at a faster rate than that of the rest of England. It said this was particularly notable in outer London, where concentrations had improved more rapidly over recent years and were now similar to the average for the rest of England. Climate-heating gases have been substantially reduced, with carbon dioxide emissions equivalent to nearly 3m one-way passenger trips between Heathrow and New York saved. Maria Neira, the director of environment, climate change and health at the World Health Organization (WHO), praised Londons efforts, which she said would contribute to a healthier and more sustainable urban environment. She said: Improving air quality through initiatives like Ulez is crucial for protecting public health and reducing the burden of disease. Cleaner air leads to healthier communities, lower rates of respiratory and cardiovascular illnesses, and a better quality of life for all residents. Fridays re...",Politics,www.theguardian.com,https://www.theguardian.com/environment/2025/mar/07/london-air-pollution-down-since-ulez-expansion-study,2025-03-08
"Ministers delaying inquiry into treatment of migrant carers, RCN says","Exclusive: Nursing union says it continues to receive complaints about low pay, unfit housing and illegal fees Ministers are dragging their heels on an investigation into the mistreatment of migrant carers, the countrys largest nursing union has said, as it continues to receive complaints about low pay, substandard accommodation and illegal fees. Nicola Ranger, the general secretary of the Royal College of Nursing, has written to Yvette Cooper, the home secretary, to urge her to speed up her promised investigation into the abuse of foreign care workers. Despite the governments promises to clamp down on abusive practices by rogue employers and agencies, the RCN says it continues to receive more than 100 calls a year from nurses who say they are being mistreated. Ranger said in her letter: The RCN is deeply concerned by reports of exploitative workplace practices that many international educated nursing staff in the care sector face. Our members report a range of issues from long working hours, excessive repayment fees to exit contracts, substandard and crowded accommodation, and illegal work finding fees. Cooper promised last June to hold an investigation into the experiences of people coming to the UK to work in the social care sector, after the Guardian uncovered widespread allegations of mistreatment. The investigation showed how dozens of migrant nurses had been induced to pay tens of thousands of pounds for their visas on the promise of a job, only to find little or no work when they arrived. Some were sharing rooms, and even beds, with other migrant workers, to make ends meet. The problems stem from the decision by the previous government to relax the rules around sponsoring care worker visas, which ministers took in response to a staffing crisis in social care. Cooper said at the time the Guardians revelations were a disgrace, adding: There must be a full investigation into these reports to ensure standards are upheld, and exploitative employers are prosecuted. Since winning the election, Labour has indicated it will conduct this investigation through a new employment regulator which ministers are setting up as part of the employment rights bill. The government is yet to decide the exact remit for the new regulator, however, suggesting it will take several more months to establish. Ranger said in her letter: I am concerned that based on current timelines, the creation of the single enforcement body  subject to the passing of the employment rights bill  will not be until spring 2026 at the earliest. A subsequent investigation is likely to take several months to conclude. Sign up to First Edition Our morning email breaks down the key stories of the day, telling you whats happening and why it matters after newsletter promotion In the meantime, these exploitative practices will continue, and I fear, will become more frequent. I urge officials in the Home Office and across government departments to launch the promised investigation now to ensure...",Politics,www.theguardian.com,https://www.theguardian.com/society/2025/mar/07/ministers-delaying-inquiry-into-treatment-of-migrant-carers-rcn-says,2025-03-08
"Migrants and refugee families in the UK denied childcare funding, report finds","Immigration status is denying children equal access to early years education and pushing families deeper into poverty Tens of thousands of children in migrant and refugee families in the UK are being denied access to government-funded childcare because of benefit restrictions linked to their parents immigration status, a report says. Having no recourse to public funds (NRPF) means parents are not entitled to 30 hours of free childcare and are having to stay home to look after their young children instead of working. This is pushing families into poverty and denying their children the benefits of the early years education available to their peers, the report finds. About 4 million people in the UK are affected by NRPF restrictions, according to the report by the Institute for Public Policy Research (IPPR) in conjunction with the human rights organisation Praxis, which works with migrants and refugees. They include about 71,000 families who would otherwise qualify for 30 hours of free childcare a week  provided they met the income threshold  were it not for NRPF restrictions, which ban access to the social security system. The report argues that the system of childcare entitlements excludes families facing greatest disadvantage, despite the governments manifesto commitment to break down barriers to opportunity for every child. Families affected by NRPF are entitled to a halved offer of 15 funded hours of care for their three- and four-year-olds, and some low-income families may be entitled to care for their two-year-olds, but they cannot access any other support with childcare costs, including the extended entitlement for working parents, and universal credit support with childcare costs and tax-free childcare. Shams Sarker came to London three years ago from Bangladesh under a skilled migrant work visa, but his two-year-old daughter  who was born in the UK  is not entitled to the same government-funded childcare as other children. As a result, he and his wife take it in turns to stay at home to look after her, reducing working hours and income. His daughter, meanwhile, loses out on the opportunity to mix and learn with other children in an early years setting. We dont get access to certain things and have to pay extra for healthcare, fine, said Sarker. But at least let children have equal rights. I expected the rules to be the same for all children. My baby is growing up and shes not getting the same benefit that any other baby born here will have. IPPR and Praxis surveyed 159 parents who had at least one child below school age and were affected by NRPF restrictions. They found 55 used some sort of childcare, compared with 72 of the general population. More than a third (36) of those that used childcare relied on unofficial childcare from relatives and friends, and 41 of those who did not use childcare said the lack of a free entitlement had stopped them or their partner from getting a job. Dr Lucy Mort, a senior research fellow at IPPR, said: Res...",Politics,www.theguardian.com,https://www.theguardian.com/uk-news/2025/mar/07/migrants-and-refugee-families-in-the-uk-denied-childcare-funding-report-finds,2025-03-08
"The Guardian view on fixing England’s local democracy: reforming structures is the means, not the end | Editorial","There is a danger of vital policy getting tangled in ambitious government plans that combine council restructuring with devolution No one designing a system for delivering public services in a modern democracy would come up with something that looks like English local government. The patchwork of overlapping structures has evolved through generations of gradual reform. It is poorly understood by voters. A majority routinely abstain in council elections. The government is simplifying the system, ending the duplication of functions between county and district councils. That restructuring project will be combined with a renewed push for devolution in England. Here, too, existing arrangements are inconsistent. Some cities and wider metropolitan areas have been organised into combined authorities with directly elected mayors, each with bespoke powers. Transport and housing policy, for example, might sit under a different tier of government in a different part of the country, depending on whether a devolution deal was done. Labours policy, overseen by Angela Rayners communities and local government department, is for all of England to be covered by the mayor-led combined authority system. Six regions are to be fast-tracked, with plans due soon. Local government reorganisation and the push for devolution are related projects that mostly complement each other. But there are tensions. Devolution deals must be ratified by local authorities, which means councillors who dont like one part of the proposed changes might, depending on the sequence of reform, wield a veto over another part of the plan. Central government policy could become a hostage in the transition. Sir Keir Starmer has pledged to build hundreds of thousands of new homes, to which end the government also proposes planning reform. But housing policy, as currently implemented, relies on the lower tier of local government, which is due for dissolution in many areas. The choreography of overlapping reforms is not simple. Shuffling the structures risks becoming the primary focus, consuming money and administrative capacity that are already in short supply at local and central government level. A proliferation of jurisdictional turf wars and partisan squabbles to define new roles could become a distraction from the task of delivering better public services, which is  or should be  one of the reforms benefits. A sound principle is driving the changes. British politics has been far too centralised for too long. A successful series of changes would create areas of jurisdiction that are big enough to be laboratories for policy innovation, benefiting from economies of scale, while being local enough that communities feel connected to their leaders, who can then be rewarded for success and held accountable for failure. The truly gamechanging move would be fiscal devolution, but the Treasury jealously guards control over tax-and-spend levers. Chancellors have always suspected, with justification, that the...",Politics,www.theguardian.com,https://www.theguardian.com/commentisfree/2025/mar/07/the-guardian-view-on-fixing-englands-local-democracy-reforming-structures-is-the-means-not-the-end,2025-03-08
Military spending is touted as a remedy for Britain’s ailing economy. Here’s why it won’t work | Khem Rogaly,"Since the 1980s Britains military spending has grown in real terms, yet more than half of military jobs have been lost. The sector is hi-tech and low labour Keir Starmer and Rachel Reeves have announced their latest rescue remedy for Britains economy. Old promises  good jobs, thriving small businesses and regional equality  will now be delivered by an increased military budget, used to buy equipment from the private sector. More military spending is not a tonic, however, but a poison that will worsen our economic ills and make Britain less safe in the long run. Assurances of prosperity for small businesses and ex-industrial towns rest on a misleading depiction of military spending. Last financial year, 56 of Ministry of Defence spending with UK businesses went to London and the south of England. In the same year, nearly 40 of the 37.6bn military equipment budget went to just 10 multinational companies. Slashing red tape and granting small businesses more access to the military budget will not build a family-run missile factory on every street corner of ex-industrial Britain. BAE Systems, leading weapons dealer to government and happy recipient of 15 of the equipment budget, has just declared record orders and rising profits. Military contractors are large multinationals that reward their asset manager shareholders from government contracts: since 2015, BAE has paid out 9.8bn to shareholders while receiving more than a fifth of its global revenue each year from the British government. While in a few specific areas, communities are reliant on jobs at military contractors, this is the result of public spending decisions, not the benevolence or dynamism of private companies. Although the Barrow-in-Furness shipyard now relies on contracts to build nuclear submarines, in the early 1960s its most profitable work was making engines for British Rail. Policy choices have left communities dependent on military contracts because of divestment from public services and civilian industry. Regardless, military spending is not a viable strategy for growth or the creation of good jobs nationally: Ministry of Defence spending on business directly supports 130,000 full-time jobs in the UK; if including supply chains, this rises to 209,000 or 0.83 of the workforce. Even with the military budget set to grow further over the next parliament, the industry it supports is too small to transform the nations economy. More important, the connection between military spending and job creation has weakened over time. Despite falling as a share of GDP, Britains military budget has grown in real terms since the early 1980s  the height of the cold war  yet at the same time more than half of jobs in the military industry have been lost. The military sector is increasingly a hi-tech employer that relies less on manufacturing and more on IT and engineering jobs in the south of England. Modelling in the US and continental Europe suggests that investment in public services, environment...",Politics,www.theguardian.com,https://www.theguardian.com/commentisfree/2025/mar/07/britain-military-spending-economy-jobs-green-energy-public-services,2025-03-08
"As the youngest peer in the House of Lords, I have a bold plan for this place. Abolish it – me included | Carmen Smith","I came here a year ago because Plaid Cymru seeks to protect Welsh interests. But I think Labour should keep its vow and scrap this chamber When I took my seat in the House of Lords almost a year ago, I pledged to campaign for the abolition of my job. Our second chamber has become a gated community of more than 800 members, making it the second largest legislative chamber in the world, topped only by Chinas National Peoples Congress. The House of Lords casts a shadow over parliament, and its unelected peers have a huge influence on the laws that get passed. Last March, I joined the second chamber representing Plaid Cymru. Aged 28, I was the youngest member of the chamber, and the youngest ever life peer. Plaid Cymru doesnt believe that an unelected chamber should form part of our democracy, but we do believe that we should have a seat at the table wherever decisions affecting Wales are being made. Since taking my seat in the Lords, I have been clear about my desire to change the system from within, while standing up for Welsh people and for young people across Britain. As much as I have enjoyed working with members across the political spectrum, over the past year I have gained a rare insight into how Westminster functions behind the scenes and, at times, how it fails to function altogether. One only need look at the recent Lords debate investigation in this newspaper to see the conflicts of interest that persist within the second chamber, where some peers have used their positions to advance commercial interests. With a large new intake of MPs, there is increasing momentum for change from within Westminster. The recent election resulted in the highest ever number of parliamentary newbies in the House of Commons  335 new MPs, including 20 under the age of 30, the highest number of MPs from ethnic minority backgrounds, and the lowest proportion of MPs who attended fee-paying secondary schools. Many have claimed this is the most diverse House of Commons in history. Yet while Keir Starmer vowed to abolish the Lords before he was elected and replace it with a democratically elected second chamber, his plans have since been scaled back to merely scrapping the 92 all-male hereditary peers. The resulting bill is a minimal reform. It falls far short of what was outlined in the Labour partys manifesto, and does nothing to stem the jobs-for-life handed out by prime ministers to their party donors and friends. The time is up for these outdated traditions and procedures. Thats why I have tabled several amendments to the hereditary peers bill, with the aim of strengthening it, pushing for the delivery of Labours manifesto commitments, and ultimately making the Lords into an elected chamber. People should be involved in the political decisions that affect their day-to-day lives, either directly, via citizens assemblies, or by electing representatives they trust to advocate on their behalf. Those decisions should not be taken and shaped by unelected peers, some ...",Politics,www.theguardian.com,https://www.theguardian.com/commentisfree/2025/mar/07/plaid-cymru-peer-carmen-smith-house-of-lords-unelected-chamber-labour,2025-03-08
"If Britain must rearm, how to pay for it? Stiffen the sinews; summon up the taxes | Polly Toynbee","It will fall to Rachel Reeves and the Treasury to fund the PMs crisis reset. I can help with that, as can John Maynard Keynes A new era is upon us. Ursula von der Leyen was not holding back. This is a world turned upside down, changed beyond recognition. Leaders across Europe are echoing the alarm sent out by the European Commission president, and rippling across the continent, Canada and elsewhere: that we face a clear and present danger on a scale that none of us has seen in our adult lifetime. She has proposed a plan that would offer 800bn (660bn) for immediate rearming, with a European sky shield to protect Ukraine. The hooligan Russian asset in the White House has changed everything so profoundly that it is hard to keep track. The US, whose coat-tails we clung to, whose culture we revelled in, whose cleverness dazzled and stupidity confounded, is now the enemy. The shock feels viscerally personal because American culture is deep in our veins at all ages, from Sesame Street to Marvel, from Philip Roth to Philip Glass, the Oscars to Silicon Valley, like it or not. In Iraq and Afghanistan, we obediently followed their blunders, and 642 British soldiers died, as Keir Starmer adroitly reminded JD Vance in parliament. Our glamorous friend has turned fiend. How do we cauterise that off us? Or reconfigure the map of the world in terms of friends and foes? Former UK ambassadors to Washington ruminated over this seismic shift, which has shaken every norm from their Foreign Office days. This is not a blip in the relationship, something fundamental is going on, one old knight warned a Lords select committee, while another cautioned that the US giving up on Europe in favour of Russia was likely a current reality. Sir David Manning pinpointed Britains specific anguish at this moment, the downside of the so-called special relationship: as Europe galvanises to rearm, unlike our continental neighbours, we depend on the US for our defence. With every new shock wave, Britain feels this trauma in its marrow. Yet there is hesitancy in government about addressing the nation with a call to arms, as French president Emmanuel Macron has done, warning: the innocence of these 30 years since the fall of the Berlin Wall is over. Look at the remarkable response of Germanys chancellor-in-waiting, Friedrich Merz, lifetime financial conservative and fiscal dogmatist, as he grasps the severity of the times: he will reverse all his previous fiscal policies and his nations usual dread over borrowing, breaking their basic law with a huge 500bn loosening of debt rules to rearm. This amounts to one of the most historic paradigm shifts in German postwar history, according to Deutsche Bank. German borrowing costs shot up, but so have predictions of German growth from a sluggish 0.8 to 2, with investors sending industrial stocks soaring. But note this: in his fiscal sea change, rearming will not be accompanied by any cuts to German social spending. How about Britain? Our government ...",Politics,www.theguardian.com,https://www.theguardian.com/commentisfree/2025/mar/07/britain-rearm-taxes-rachel-reeves-treasury-prime-minister-john-maynard-keynes,2025-03-08
Trump respite lets out-of-kilter Starmer get back to the day job | John Crace,"After so much time spent on global diplomacy, a hi-vis Keir found he didnt quite know how to do normal any more What just happened? It was quiet. Much too quiet. Outside his bedroom window, he could have sworn he heard birdsong. Keir Starmer opened one eye. Cautiously. With an air of trepidation. Then, almost reluctantly, he opened the other. He leaned over to his bedside table and reached for his phone to see what fresh hell awaited him. What disasters the orange manchild in the White House had inflicted on the rest of the world while he had been asleep. It had reached the point where he had come to confuse the daily reality check with his darkest nightmares. Nothing. Well, almost nothing. Just one late-night post on Donald Trumps social media feed warning the people of Gaza that they would all die if they didnt release the Israeli hostages. Keir exhaled. That was someone elses problem. The Middle East was well above his pay grade. Others could take the lead in brokering a peace there. All that was required of him was to say a few tough words condemning Hamas and calling for a two-state solution from time to time. Nothing also from JD Vance since he had declared that the UK and French armed forces were basically a waste of space. Sure, the vice-president had gone on to say he definitely hadnt aimed his remarks at the French and the British, even though we all knew that was exactly what he had meant. That had left everyone playing diplomatic cover-up because no one could afford to openly embarrass the Americans. The new world order meant sucking up to the bullyboys. There was no way around that. The alternative was a possible escalation in the war with Ukraine. It just didnt help when the two most powerful men in the US were dim and dangerous. For the last few weeks or so, Starmer felt he had been playing catch-up. Waking up each day to find himself firefighting the latest White House efforts to encourage the Russians to escalate the war in Europe. And every time he had felt he just might be getting ahead of the curve, The Donald and his obsequious sidekick had gone out of their way to make things worse. Hold their beer. But today was a pleasant respite. Almost a return to the normal workings of prime ministerial life. Not exactly a return to the quotidian but as close as it was likely to get in the foreseeable future. He just needed to work out how to square his promise to the Americans not to share military intelligence with Ukraine with his commitment to Volodymyr Zelenskyy to continue to do so. Perhaps it didnt count if he did it with his eyes shut. Or if he told someone else who would then tell the Ukrainian president. To his surprise, Keir found he didnt quite know how to do normal any more. So much of his time had been spent on global diplomacy, AKA wrangling the incontinent toddler in the White House and leading the European response, that he had rather forgotten how to do the day job. Inflation, fiscal rules and the state of the NHS sudd...",Politics,www.theguardian.com,https://www.theguardian.com/politics/2025/mar/06/trump-respite-lets-out-of-kilter-starmer-get-back-to-the-day-job,2025-03-08
